"Type","Party","Constitudency","Votes"
"Khyber Pakhtunkhwa","IND","PK47",34620
"Khyber Pakhtunkhwa","QWP","PK47",469
"Khyber Pakhtunkhwa","others","PK47",229
"Khyber Pakhtunkhwa","TLP","PK47",5509
"Khyber Pakhtunkhwa","others","PK47",1100
"Khyber Pakhtunkhwa","JUI-P","PK47",3437
"Khyber Pakhtunkhwa","JI","PK47",2241
"Khyber Pakhtunkhwa","JI","PK48",2067
"Khyber Pakhtunkhwa","IND","PK48",271
"Khyber Pakhtunkhwa","IND","PK48",142
"Khyber Pakhtunkhwa","IND","PK48",106
"Khyber Pakhtunkhwa","JUI-P","PK48",1285
"Khyber Pakhtunkhwa","IND","PK48",298
"Khyber Pakhtunkhwa","others","PK48",258
"Khyber Pakhtunkhwa","PPP","PK48",351
"Khyber Pakhtunkhwa","IND","PK48",84
"Khyber Pakhtunkhwa","IND","PK48",76
"Khyber Pakhtunkhwa","others","PK48",77
"Khyber Pakhtunkhwa","IND","PK48",19001
"Khyber Pakhtunkhwa","IND","PK48",21737
"Khyber Pakhtunkhwa","PML-N","PK48",17673
"Khyber Pakhtunkhwa","TLP","PK48",2853
"Khyber Pakhtunkhwa","PTI","PK48",41777
"Khyber Pakhtunkhwa","IND","PK49",60
"Khyber Pakhtunkhwa","IND","PK49",50
"Khyber Pakhtunkhwa","IND","PK49",516
"Khyber Pakhtunkhwa","PTI","PK49",36692
"Khyber Pakhtunkhwa","JI","PK49",3370
"Khyber Pakhtunkhwa","IND","PK49",84
"Khyber Pakhtunkhwa","ANP","PK49",8282
"Khyber Pakhtunkhwa","PPP","PK49",1486
"Khyber Pakhtunkhwa","JUI-P","PK49",15312
"Khyber Pakhtunkhwa","IND","PK49",528
"Khyber Pakhtunkhwa","JUI-S","PK49",190
"Khyber Pakhtunkhwa","PML-N","PK49",10717
"Khyber Pakhtunkhwa","IND","PK49",42
"Khyber Pakhtunkhwa","IND","PK49",59
"Khyber Pakhtunkhwa","PML-N","PK50",21089
"Khyber Pakhtunkhwa","JUI-S","PK50",223
"Khyber Pakhtunkhwa","JUI-P","PK50",11173
"Khyber Pakhtunkhwa","IND","PK50",393
"Khyber Pakhtunkhwa","PTI","PK50",40870
"Khyber Pakhtunkhwa","IND","PK50",341
"Khyber Pakhtunkhwa","QWP","PK50",91
"Khyber Pakhtunkhwa","JI","PK50",1393
"Khyber Pakhtunkhwa","PPP","PK50",764
"Khyber Pakhtunkhwa","ANP","PK50",16277
"Khyber Pakhtunkhwa","JI","PK51",2113
"Khyber Pakhtunkhwa","PTI-P","PK51",2449
"Khyber Pakhtunkhwa","ANP","PK51",8258
"Khyber Pakhtunkhwa","PTI","PK51",39653
"Khyber Pakhtunkhwa","others","PK51",251
"Khyber Pakhtunkhwa","QWP","PK51",763
"Khyber Pakhtunkhwa","IND","PK51",340
"Khyber Pakhtunkhwa","IND","PK51",95
"Khyber Pakhtunkhwa","TLP","PK51",541
"Khyber Pakhtunkhwa","PML-N","PK51",17898
"Khyber Pakhtunkhwa","JUI-P","PK51",12061
"Khyber Pakhtunkhwa","PPP","PK51",1947
"Khyber Pakhtunkhwa","PPP","PK52",3005
"Khyber Pakhtunkhwa","JUI-P","PK52",8888
"Khyber Pakhtunkhwa","QWP","PK52",5381
"Khyber Pakhtunkhwa","ANP","PK52",23317
"Khyber Pakhtunkhwa","others","PK52",2345
"Khyber Pakhtunkhwa","others","PK52",15
"Khyber Pakhtunkhwa","JI","PK52",2205
"Khyber Pakhtunkhwa","IND","PK52",189
"Khyber Pakhtunkhwa","PTI","PK52",42269
"Khyber Pakhtunkhwa","IND","PK52",896
"Khyber Pakhtunkhwa","IND","PK52",149
"Khyber Pakhtunkhwa","IND","PK53",416
"Khyber Pakhtunkhwa","IND","PK53",41
"Khyber Pakhtunkhwa","others","PK53",6973
"Khyber Pakhtunkhwa","IND","PK53",1149
"Khyber Pakhtunkhwa","IND","PK53",436
"Khyber Pakhtunkhwa","ANP","PK53",20661
"Khyber Pakhtunkhwa","JI","PK53",1405
"Khyber Pakhtunkhwa","PTI","PK53",40825
"Khyber Pakhtunkhwa","IND","PK53",793
"Khyber Pakhtunkhwa","JUI-P","PK53",4620
"Khyber Pakhtunkhwa","TLP","PK53",189
"Khyber Pakhtunkhwa","IND","PK53",103
"Khyber Pakhtunkhwa","PTI-P","PK53",1951
"Khyber Pakhtunkhwa","IND","PK54",68
"Khyber Pakhtunkhwa","JI","PK54",2279
"Khyber Pakhtunkhwa","IND","PK54",1822
"Khyber Pakhtunkhwa","others","PK54",34
"Khyber Pakhtunkhwa","JUI-P","PK54",12776
"Khyber Pakhtunkhwa","IND","PK54",82
"Khyber Pakhtunkhwa","PTI","PK54",42754
"Khyber Pakhtunkhwa","ANP","PK54",17064
"Khyber Pakhtunkhwa","IND","PK54",988
"Khyber Pakhtunkhwa","PPP","PK54",2076
"Khyber Pakhtunkhwa","PPP","PK54",1319
"Khyber Pakhtunkhwa","IND","PK55",138
"Khyber Pakhtunkhwa","IND","PK55",185
"Khyber Pakhtunkhwa","NDM","PK55",75
"Khyber Pakhtunkhwa","IND","PK55",37
"Khyber Pakhtunkhwa","IND","PK55",140
"Khyber Pakhtunkhwa","JI","PK55",1549
"Khyber Pakhtunkhwa","others","PK55",49
"Khyber Pakhtunkhwa","ANP","PK55",14770
"Khyber Pakhtunkhwa","IND","PK55",158
"Khyber Pakhtunkhwa","PML-N","PK55",1341
"Khyber Pakhtunkhwa","PTI","PK55",41084
"Khyber Pakhtunkhwa","JUI-P","PK55",28623
"Khyber Pakhtunkhwa","IND","PK55",182
"Khyber Pakhtunkhwa","IND","PK55",611
"Khyber Pakhtunkhwa","others","PK55",846
"Khyber Pakhtunkhwa","PPP","PK55",2276
"Khyber Pakhtunkhwa","IND","PK55",320
"Khyber Pakhtunkhwa","IND","PK55",208
"Khyber Pakhtunkhwa","IND","PK55",75
"Khyber Pakhtunkhwa","PMAP","PK55",437
"Khyber Pakhtunkhwa","JI","PK56",3485
"Khyber Pakhtunkhwa","PTI","PK56",33430
"Khyber Pakhtunkhwa","PPP","PK56",1552
"Khyber Pakhtunkhwa","others","PK56",40
"Khyber Pakhtunkhwa","IND","PK56",27
"Khyber Pakhtunkhwa","ANP","PK56",16823
"Khyber Pakhtunkhwa","JUI-P","PK56",16484
"Khyber Pakhtunkhwa","TLP","PK56",1145
"Khyber Pakhtunkhwa","IND","PK56",71
"Khyber Pakhtunkhwa","IND","PK56",181
"Khyber Pakhtunkhwa","PML-N","PK56",446
"Khyber Pakhtunkhwa","ANP","PK57",16237
"Khyber Pakhtunkhwa","JUI-P","PK57",12081
"Khyber Pakhtunkhwa","others","PK57",41
"Khyber Pakhtunkhwa","IND","PK57",168
"Khyber Pakhtunkhwa","others","PK57",48
"Khyber Pakhtunkhwa","PPP","PK57",10621
"Khyber Pakhtunkhwa","TLP","PK57",392
"Khyber Pakhtunkhwa","IND","PK57",71
"Khyber Pakhtunkhwa","JI","PK57",1688
"Khyber Pakhtunkhwa","PTI","PK57",34437
"Khyber Pakhtunkhwa","others","PK57",166
"Khyber Pakhtunkhwa","ANP","PK58",26497
"Khyber Pakhtunkhwa","TLP","PK58",539
"Khyber Pakhtunkhwa","JUI-P","PK58",8621
"Khyber Pakhtunkhwa","PTI-P","PK58",686
"Khyber Pakhtunkhwa","PTI","PK58",38126
"Khyber Pakhtunkhwa","PPP","PK58",602
"Khyber Pakhtunkhwa","others","PK58",90
"Khyber Pakhtunkhwa","others","PK58",271
"Khyber Pakhtunkhwa","JI","PK58",5873
"Khyber Pakhtunkhwa","IND","PK59",724
"Khyber Pakhtunkhwa","others","PK59",130
"Khyber Pakhtunkhwa","others","PK59",744
"Khyber Pakhtunkhwa","IND","PK59",71
"Khyber Pakhtunkhwa","PPP","PK59",4488
"Khyber Pakhtunkhwa","PTI","PK59",28349
"Khyber Pakhtunkhwa","PTI-P","PK59",2390
"Khyber Pakhtunkhwa","JUI-P","PK59",9941
"Khyber Pakhtunkhwa","others","PK59",750
"Khyber Pakhtunkhwa","TLP","PK59",1622
"Khyber Pakhtunkhwa","PML-N","PK59",2439
"Khyber Pakhtunkhwa","IND","PK59",1564
"Khyber Pakhtunkhwa","JI","PK59",4549
"Khyber Pakhtunkhwa","IND","PK59",503
"Khyber Pakhtunkhwa","ANP","PK59",14256
"Khyber Pakhtunkhwa","IND","PK59",363
"Khyber Pakhtunkhwa","IND","PK59",39
"Khyber Pakhtunkhwa","IND","PK60",211
"Khyber Pakhtunkhwa","PTI","PK60",29186
"Khyber Pakhtunkhwa","IND","PK60",130
"Khyber Pakhtunkhwa","others","PK60",31
"Khyber Pakhtunkhwa","others","PK60",141
"Khyber Pakhtunkhwa","ANP","PK60",15203
"Khyber Pakhtunkhwa","IND","PK60",8
"Khyber Pakhtunkhwa","IND","PK60",4039
"Khyber Pakhtunkhwa","PPP","PK60",5314
"Khyber Pakhtunkhwa","IND","PK60",507
"Khyber Pakhtunkhwa","JUI-P","PK60",9464
"Khyber Pakhtunkhwa","IND","PK60",33
"Khyber Pakhtunkhwa","others","PK60",201
"Khyber Pakhtunkhwa","PML-N","PK60",10819
"Khyber Pakhtunkhwa","JI","PK60",6110
"Khyber Pakhtunkhwa","PTI","PK61",32984
"Khyber Pakhtunkhwa","PML-N","PK61",20645
"Khyber Pakhtunkhwa","JI","PK61",4017
"Khyber Pakhtunkhwa","PTI-P","PK61",957
"Khyber Pakhtunkhwa","ANP","PK61",5094
"Khyber Pakhtunkhwa","JUI-P","PK61",20634
"Khyber Pakhtunkhwa","IND","PK61",50
"Khyber Pakhtunkhwa","IND","PK61",395
"Khyber Pakhtunkhwa","IND","PK62",3232
"Khyber Pakhtunkhwa","PTI","PK62",29402
"Khyber Pakhtunkhwa","QWP","PK62",17310
"Khyber Pakhtunkhwa","JI","PK62",612
"Khyber Pakhtunkhwa","PML-N","PK62",216
"Khyber Pakhtunkhwa","IND","PK62",81
"Khyber Pakhtunkhwa","PMAP","PK62",395
"Khyber Pakhtunkhwa","TLP","PK62",197
"Khyber Pakhtunkhwa","IND","PK62",10300
"Khyber Pakhtunkhwa","JUI-P","PK62",10001
"Khyber Pakhtunkhwa","ANP","PK62",5655
"Khyber Pakhtunkhwa","IND","PK62",64
"Khyber Pakhtunkhwa","PTI-P","PK62",85
"Khyber Pakhtunkhwa","IND","PK62",999
"Khyber Pakhtunkhwa","PPP","PK62",1145
"Khyber Pakhtunkhwa","PPP","PK63",351
"Khyber Pakhtunkhwa","IND","PK63",998
"Khyber Pakhtunkhwa","PTI","PK63",35273
"Khyber Pakhtunkhwa","PML-N","PK63",1143
"Khyber Pakhtunkhwa","JUI-P","PK63",11931
"Khyber Pakhtunkhwa","JI","PK63",3411
"Khyber Pakhtunkhwa","ANP","PK63",24369
"Khyber Pakhtunkhwa","others","PK63",170
"Khyber Pakhtunkhwa","QWP","PK63",3901
"Khyber Pakhtunkhwa","PPP","PK64",642
"Khyber Pakhtunkhwa","IND","PK64",8421
"Khyber Pakhtunkhwa","JUI-P","PK64",13837
"Khyber Pakhtunkhwa","IND","PK64",39538
"Khyber Pakhtunkhwa","PTI","PK64",4379
"Khyber Pakhtunkhwa","ANP","PK64",19022
"Khyber Pakhtunkhwa","JI","PK64",2137
"Khyber Pakhtunkhwa","PML-N","PK64",2022
"Khyber Pakhtunkhwa","PTI-P","PK64",487
"Khyber Pakhtunkhwa","TLP","PK65",269
"Khyber Pakhtunkhwa","IND","PK65",386
"Khyber Pakhtunkhwa","PPP","PK65",926
"Khyber Pakhtunkhwa","ANP","PK65",18068
"Khyber Pakhtunkhwa","others","PK65",154
"Khyber Pakhtunkhwa","PTI","PK65",43103
"Khyber Pakhtunkhwa","JUI-P","PK65",18266
"Khyber Pakhtunkhwa","JI","PK65",2485
"Khyber Pakhtunkhwa","QWP","PK65",3649
"Khyber Pakhtunkhwa","QWP","PK66",4458
"Khyber Pakhtunkhwa","NDM","PK66",49
"Khyber Pakhtunkhwa","IND","PK66",73
"Khyber Pakhtunkhwa","JUI-P","PK66",17598
"Khyber Pakhtunkhwa","JI","PK66",5366
"Khyber Pakhtunkhwa","PPP","PK66",686
"Khyber Pakhtunkhwa","others","PK66",73
"Khyber Pakhtunkhwa","PTI-P","PK66",511
"Khyber Pakhtunkhwa","PTI","PK66",33155
"Khyber Pakhtunkhwa","TLP","PK66",499
"Khyber Pakhtunkhwa","ANP","PK66",11581
"Khyber Pakhtunkhwa","IND","PK67",15
"Khyber Pakhtunkhwa","IND","PK67",210
"Khyber Pakhtunkhwa","JUI-P","PK67",7024
"Khyber Pakhtunkhwa","PML-N","PK67",449
"Khyber Pakhtunkhwa","IND","PK67",1754
"Khyber Pakhtunkhwa","IND","PK67",122
"Khyber Pakhtunkhwa","IND","PK67",18
"Khyber Pakhtunkhwa","QWP","PK67",456
"Khyber Pakhtunkhwa","PPP","PK67",487
"Khyber Pakhtunkhwa","IND","PK67",5515
"Khyber Pakhtunkhwa","TLP","PK67",2581
"Khyber Pakhtunkhwa","JI","PK67",1000
"Khyber Pakhtunkhwa","PTI","PK67",15127
"Khyber Pakhtunkhwa","IND","PK67",359
"Khyber Pakhtunkhwa","ANP","PK67",7413
"Khyber Pakhtunkhwa","IND","PK67",37
"Khyber Pakhtunkhwa","IND","PK67",78
"Khyber Pakhtunkhwa","IND","PK68",24
"Khyber Pakhtunkhwa","ANP","PK68",1060
"Khyber Pakhtunkhwa","PPP","PK68",1432
"Khyber Pakhtunkhwa","PML-N","PK68",1310
"Khyber Pakhtunkhwa","JUI-P","PK68",12156
"Khyber Pakhtunkhwa","IND","PK68",211
"Khyber Pakhtunkhwa","IND","PK68",36
"Khyber Pakhtunkhwa","IND","PK68",278
"Khyber Pakhtunkhwa","IND","PK68",45
"Khyber Pakhtunkhwa","others","PK68",233
"Khyber Pakhtunkhwa","JI","PK68",1646
"Khyber Pakhtunkhwa","PTI","PK68",20690
"Khyber Pakhtunkhwa","IND","PK68",599
"Khyber Pakhtunkhwa","IND","PK68",80
"Khyber Pakhtunkhwa","TLP","PK68",240
"Khyber Pakhtunkhwa","IND","PK68",178
"Khyber Pakhtunkhwa","IND","PK68",11542
"Khyber Pakhtunkhwa","QWP","PK69",188
"Khyber Pakhtunkhwa","JUI-P","PK69",2665
"Khyber Pakhtunkhwa","others","PK69",83
"Khyber Pakhtunkhwa","IND","PK69",5
"Khyber Pakhtunkhwa","IND","PK69",24
"Khyber Pakhtunkhwa","TLP","PK69",533
"Khyber Pakhtunkhwa","JI","PK69",1466
"Khyber Pakhtunkhwa","PTI-P","PK69",88
"Khyber Pakhtunkhwa","ANP","PK69",612
"Khyber Pakhtunkhwa","IND","PK69",66
"Khyber Pakhtunkhwa","IND","PK69",10
"Khyber Pakhtunkhwa","PPP","PK69",477
"Khyber Pakhtunkhwa","PML-N","PK69",10095
"Khyber Pakhtunkhwa","IND","PK69",30
"Khyber Pakhtunkhwa","IND","PK69",18
"Khyber Pakhtunkhwa","IND","PK69",29
"Khyber Pakhtunkhwa","IND","PK69",15
"Khyber Pakhtunkhwa","IND","PK69",7
"Khyber Pakhtunkhwa","IND","PK69",4
"Khyber Pakhtunkhwa","IND","PK69",5
"Khyber Pakhtunkhwa","IND","PK69",15
"Khyber Pakhtunkhwa","PTI","PK69",25596
"Khyber Pakhtunkhwa","IND","PK69",46
"Khyber Pakhtunkhwa","IND","PK69",5
"Khyber Pakhtunkhwa","IND","PK69",224
"Khyber Pakhtunkhwa","others","PK69",234
"Khyber Pakhtunkhwa","IND","PK69",91
"Khyber Pakhtunkhwa","IND","PK69",10
"Khyber Pakhtunkhwa","others","PK70",1171
"Khyber Pakhtunkhwa","IND","PK70",8
"Khyber Pakhtunkhwa","PML-N","PK70",7401
"Khyber Pakhtunkhwa","IND","PK70",15
"Khyber Pakhtunkhwa","IND","PK70",44
"Khyber Pakhtunkhwa","JUI-P","PK70",6070
"Khyber Pakhtunkhwa","IND","PK70",37
"Khyber Pakhtunkhwa","IND","PK70",23
"Khyber Pakhtunkhwa","ANP","PK70",293
"Khyber Pakhtunkhwa","IND","PK70",12
"Khyber Pakhtunkhwa","IND","PK70",21
"Khyber Pakhtunkhwa","others","PK70",454
"Khyber Pakhtunkhwa","TLP","PK70",319
"Khyber Pakhtunkhwa","PTI-P","PK70",89
"Khyber Pakhtunkhwa","PTI","PK70",31649
"Khyber Pakhtunkhwa","IND","PK70",38
"Khyber Pakhtunkhwa","IND","PK70",14
"Khyber Pakhtunkhwa","IND","PK70",924
"Khyber Pakhtunkhwa","IND","PK70",472
"Khyber Pakhtunkhwa","JI","PK70",1059
"Khyber Pakhtunkhwa","IND","PK70",11
"Khyber Pakhtunkhwa","IND","PK70",21
"Khyber Pakhtunkhwa","PPP","PK70",1148
"Khyber Pakhtunkhwa","IND","PK70",79
"Khyber Pakhtunkhwa","IND","PK71",86
"Khyber Pakhtunkhwa","others","PK71",708
"Khyber Pakhtunkhwa","JI","PK71",7903
"Khyber Pakhtunkhwa","IND","PK71",53
"Khyber Pakhtunkhwa","IND","PK71",142
"Khyber Pakhtunkhwa","JUI-P","PK71",5354
"Khyber Pakhtunkhwa","IND","PK71",14
"Khyber Pakhtunkhwa","IND","PK71",31
"Khyber Pakhtunkhwa","IND","PK71",3172
"Khyber Pakhtunkhwa","PTI","PK71",15061
"Khyber Pakhtunkhwa","IND","PK71",100
"Khyber Pakhtunkhwa","others","PK71",1460
"Khyber Pakhtunkhwa","PML-N","PK71",119
"Khyber Pakhtunkhwa","IND","PK71",607
"Khyber Pakhtunkhwa","IND","PK71",20
"Khyber Pakhtunkhwa","IND","PK71",76
"Khyber Pakhtunkhwa","IND","PK71",140
"Khyber Pakhtunkhwa","IND","PK71",155
"Khyber Pakhtunkhwa","IND","PK71",5545
"Khyber Pakhtunkhwa","ANP","PK71",286
